severity,constraint,path,message,focusURL,value,shape
sh:Violation,sh:PatternConstraintComponent,schema:polygon,"The string must consists of numeric, space-separated items.",https://gleaner.io/xid/genid/cggj353k59mc73f1ium0,"{'type': 'Polygon', 'coordinates': [[[-123.4487, 49.007], [-123.1295, 49.007], [-123.1295, 48.6872], [-123.4487, 48.6872], [-123.4487, 49.007]]]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,"The string must consists of numeric, space-separated items.",https://gleaner.io/xid/genid/cggj3vjk59mc73f1n2ig,"{'type': 'Point', 'coordinates': [-123.40865, 48.40104]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,The polygon string must have the first and last items are the same,https://gleaner.io/xid/genid/cggj3grk59mc73f1kqp0,"{'type': 'Point', 'coordinates': [-105.06416047923267, 69.11306172609329]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,The polygon string must have the first and last items are the same,https://gleaner.io/xid/genid/cggj4jrk59mc73f1qar0,"{'type': 'Polygon', 'coordinates': [[[-128.0575, 48.4165], [-129.5135, 48.4275], [-136.9833, 47.4217], [-138.5117, 47.4], [-138.5255, 47.42], [-140.0017, 47.4133], [-141.4917, 47.4417], [-142.98, 47.43], [-143.0117, 48.395], [-144.4817, 48.4033], [-145.9817, 48.415], [-147.5017, 48.3917], [-147.525, 49.4067], [-147.5138, 50.4198], [-147.505, 50.3233], [-147.515, 51.4033], [-146.0167, 51.4233], [-145.9567, 51.3417], [-146.0067, 50.4083], [-144.4983, 50.4117], [-144.5067, 51.4983], [-143.005, 51.48], [-140.0417, 53.38], [-135.5483, 54.435], [-134.035, 54.5617], [-132.4233, 54.3883], [-134.0017, 54.4], [-134.0283, 53.4167], [-135.48, 53.4133], [-137.0283, 53.4083], [-137.0333, 52.9033], [-138.65, 52.3983], [-138.58, 51.41], [-138.5555, 50.405], [-138.52, 49.4617], [-140.0033, 49.4367], [-141.505, 49.425], [-141.4917, 48.405], [-140.0217, 48.3817], [-138.5133, 48.4183], [-138.475, 47.3817], [-138.485, 46.37], [-136.9633, 47.3967], [-135.4167, 47.4033], [-133.9817, 47.4017], [-132.5083, 47.41], [-131.0683, 48.4067], [-130.07, 48.4217], [-129.115, 48.425], [-128.02, 48.4117], [-126.2, 48.4767], [-125.4467, 48.505], [-128.0575, 48.4165]]]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,The polygon string must have the first and last items are the same,https://gleaner.io/xid/genid/cggj4cbk59mc73f1p5d0,"{'type': 'Point', 'coordinates': [-124.769333, 49.4868853]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,"The string must consists of numeric, space-separated items.",https://gleaner.io/xid/genid/cggj30bk59mc73f1i8m0,"{'type': 'Point', 'coordinates': [-123.0387833, 48.76641667]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,The polygon string must have the first and last items are the same,https://gleaner.io/xid/genid/cggj44rk59mc73f1nuh0,"{'type': 'Point', 'coordinates': [-123.4257233333, 49.0400166667]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,The polygon string must have the first and last items are the same,https://gleaner.io/xid/genid/cggj3jjk59mc73f1l7cg,"{'type': 'Polygon', 'coordinates': [[[-57.451198, 51.470414], [-69.87312, 51.470414], [-69.87312, 47.2252], [-57.451198, 47.2252], [-57.451198, 51.470414]]]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,The polygon string must have the first and last items are the same,https://gleaner.io/xid/genid/cggj4b3k59mc73f1oumg,"{'type': 'Polygon', 'coordinates': [[[-50.2603139, 61.5712513], [-82.5524105, 61.5712513], [-82.5524105, 43.2618983], [-50.2603139, 43.2618983], [-50.2603139, 61.5712513]]]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,"The string must consists of numeric, space-separated items.",https://gleaner.io/xid/genid/cggj2obk59mc73f1h31g,"{'type': 'Polygon', 'coordinates': [[[-134.6, 47.53], [-121.5, 47.53], [-121.5, 55.28], [-134.6, 55.28], [-134.6, 47.53]]]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,The polygon string must have the first and last items are the same,https://gleaner.io/xid/genid/cggj3k3k59mc73f1lakg,"{'type': 'Polygon', 'coordinates': [[[-69.2403282, 48.1789655], [-70.4325668, 48.1789655], [-70.4325668, 47.3990066], [-69.2403282, 47.3990066], [-69.2403282, 48.1789655]]]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,"The string must consists of numeric, space-separated items.",https://gleaner.io/xid/genid/cggj3o3k59mc73f1m0e0,"{'type': 'Polygon', 'coordinates': [[[-71.1430559, 46.8767231], [-71.6419053, 46.8767231], [-71.6419053, 46.6482601], [-71.1430559, 46.6482601], [-71.1430559, 46.8767231]]]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,"The string must consists of numeric, space-separated items.",https://gleaner.io/xid/genid/cggj43rk59mc73f1nolg,"{'type': 'Polygon', 'coordinates': [[[-66.099, 45.20167], [-65.9685, 45.20167], [-65.9685, 45.2738], [-66.099, 45.2738], [-66.099, 45.20167]]]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,The polygon string must have the first and last items are the same,https://gleaner.io/xid/genid/cggj2v3k59mc73f1i2eg,"{'type': 'Polygon', 'coordinates': [[[-125.4, 47.07], [-121.6, 47.07], [-121.6, 50.42], [-125.4, 50.42], [-125.4, 47.07]]]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,The polygon string must have the first and last items are the same,https://gleaner.io/xid/genid/cggj4ark59mc73f1ot9g,"{'type': 'Point', 'coordinates': [-123.0387833, 48.76641667]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,The polygon string must have the first and last items are the same,https://gleaner.io/xid/genid/cggj2srk59mc73f1hmv0,"{'type': 'Point', 'coordinates': [-123.48629, 48.65138]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,"The string must consists of numeric, space-separated items.",https://gleaner.io/xid/genid/cggj333k59mc73f1il40,"{'type': 'Point', 'coordinates': [-126.1754706, 48.42680724]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,"The string must consists of numeric, space-separated items.",https://gleaner.io/xid/genid/cggj3c3k59mc73f1k410,"{'type': 'Point', 'coordinates': [-123.4988833333, 48.6222833333]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,"The string must consists of numeric, space-separated items.",https://gleaner.io/xid/genid/cggj2njk59mc73f1gur0,"{'type': 'Point', 'coordinates': [-129.09839182, 47.93353002]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,The polygon string must have the first and last items are the same,https://gleaner.io/xid/genid/cggj44rk59mc73f1nung,"{'type': 'Point', 'coordinates': [-123.03925, 48.766333333]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,The polygon string must have the first and last items are the same,https://gleaner.io/xid/genid/cggj3irk59mc73f1l32g,"{'type': 'Polygon', 'coordinates': [[[-70.17, 47.62], [-70.08, 47.62], [-70.08, 47.66], [-70.17, 47.66], [-70.17, 47.62]]]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,"The string must consists of numeric, space-separated items.",https://gleaner.io/xid/genid/cggj3erk59mc73f1khmg,"{'type': 'Polygon', 'coordinates': [[[-128.513667, 48.311], [-143.000167, 56.668667], [-147.503333, 56.667333], [-147.500667, 47.668333], [-136.997, 47.666833], [-129.9175, 48.191167], [-128.513667, 48.311]]]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,"The string must consists of numeric, space-separated items.",https://gleaner.io/xid/genid/cggj2vjk59mc73f1i4s0,"{'type': 'Polygon', 'coordinates': [[[-50.2603139, 61.5712513], [-82.5524105, 61.5712513], [-82.5524105, 43.2618983], [-50.2603139, 43.2618983], [-50.2603139, 61.5712513]]]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,"The string must consists of numeric, space-separated items.",https://gleaner.io/xid/genid/cggj4ebk59mc73f1pfh0,"{'type': 'Polygon', 'coordinates': [[[-68.7202486, 48.9144058], [-68.9893252, 48.9144058], [-68.9893252, 48.7540307], [-68.7202486, 48.7540307], [-68.7202486, 48.9144058]]]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,The polygon string must have the first and last items are the same,https://gleaner.io/xid/genid/cggj2tbk59mc73f1hpe0,"{'type': 'Point', 'coordinates': [-105.0644, 69.113183333]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,The polygon string must have the first and last items are the same,https://gleaner.io/xid/genid/cggj42bk59mc73f1nfvg,"{'type': 'Point', 'coordinates': [-123.48739166, 48.65088666]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,The polygon string must have the first and last items are the same,https://gleaner.io/xid/genid/cggj3i3k59mc73f1l0hg,"{'type': 'Polygon', 'coordinates': [[[-73.01084, 46.64527], [-75.85805, 46.64527], [-75.85805, 44.4994], [-73.01084, 44.4994], [-73.01084, 46.64527]]]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,The polygon string must have the first and last items are the same,https://gleaner.io/xid/genid/cggj4irk59mc73f1q57g,"{'type': 'Point', 'coordinates': [-125.2815, 48.8082916667]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,"The string must consists of numeric, space-separated items.",https://gleaner.io/xid/genid/cggj4e3k59mc73f1peig,"{'type': 'Polygon', 'coordinates': [[[-123.49464433333333, 48.65641633333333], [-123.47432933333333, 48.65641633333333], [-123.47432933333333, 48.650631], [-123.49464433333333, 48.650631], [-123.49464433333333, 48.65641633333333]]]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,"The string must consists of numeric, space-separated items.",https://gleaner.io/xid/genid/cggj433k59mc73f1nk60,"{'type': 'Polygon', 'coordinates': [[[-128.2, 51.63], [-128.1, 51.63], [-128.1, 51.67], [-128.2, 51.67], [-128.2, 51.63]]]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,"The string must consists of numeric, space-separated items.",https://gleaner.io/xid/genid/cggj3a3k59mc73f1jo20,"{'type': 'Point', 'coordinates': [-123.33016507, 49.08509726]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,The polygon string must have the first and last items are the same,https://gleaner.io/xid/genid/cggj3irk59mc73f1l4g0,"{'type': 'Polygon', 'coordinates': [[[-128.513667, 48.311], [-143.000167, 56.668667], [-147.503333, 56.667333], [-147.500667, 47.668333], [-136.997, 47.666833], [-129.9175, 48.191167], [-128.513667, 48.311]]]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,"The string must consists of numeric, space-separated items.",https://gleaner.io/xid/genid/cggj3c3k59mc73f1k3lg,"{'type': 'Point', 'coordinates': [-125.2815, 48.8082916667]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,The polygon string must have the first and last items are the same,https://gleaner.io/xid/genid/cggj46rk59mc73f1o9ig,"{'type': 'Point', 'coordinates': [-123.4860083, 48.6511983]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,The polygon string must have the first and last items are the same,https://gleaner.io/xid/genid/cggj3crk59mc73f1k6u0,"{'type': 'Polygon', 'coordinates': [[[-128.0575, 48.4165], [-129.5135, 48.4275], [-136.9833, 47.4217], [-138.5117, 47.4], [-138.5255, 47.42], [-140.0017, 47.4133], [-141.4917, 47.4417], [-142.98, 47.43], [-143.0117, 48.395], [-144.4817, 48.4033], [-145.9817, 48.415], [-147.5017, 48.3917], [-147.525, 49.4067], [-147.5138, 50.4198], [-147.505, 50.3233], [-147.515, 51.4033], [-146.0167, 51.4233], [-145.9567, 51.3417], [-146.0067, 50.4083], [-144.4983, 50.4117], [-144.5067, 51.4983], [-143.005, 51.48], [-140.0417, 53.38], [-135.5483, 54.435], [-134.035, 54.5617], [-132.4233, 54.3883], [-134.0017, 54.4], [-134.0283, 53.4167], [-135.48, 53.4133], [-137.0283, 53.4083], [-137.0333, 52.9033], [-138.65, 52.3983], [-138.58, 51.41], [-138.5555, 50.405], [-138.52, 49.4617], [-140.0033, 49.4367], [-141.505, 49.425], [-141.4917, 48.405], [-140.0217, 48.3817], [-138.5133, 48.4183], [-138.475, 47.3817], [-138.485, 46.37], [-136.9633, 47.3967], [-135.4167, 47.4033], [-133.9817, 47.4017], [-132.5083, 47.41], [-131.0683, 48.4067], [-130.07, 48.4217], [-129.115, 48.425], [-128.02, 48.4117], [-126.2, 48.4767], [-125.4467, 48.505], [-128.0575, 48.4165]]]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,"The string must consists of numeric, space-separated items.",https://gleaner.io/xid/genid/cggj37bk59mc73f1ja90,"{'type': 'Point', 'coordinates': [-123.49990574, 48.6880496]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,The polygon string must have the first and last items are the same,https://gleaner.io/xid/genid/cggj40rk59mc73f1n8a0,"{'type': 'Polygon', 'coordinates': [[[-72.202002, 46.114083], [-73.137536, 46.114083], [-73.137536, 45.090157], [-72.202002, 45.090157], [-72.202002, 46.114083]]]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,The polygon string must have the first and last items are the same,https://gleaner.io/xid/genid/cggj4grk59mc73f1pro0,"{'type': 'Point', 'coordinates': [-123.48645, 48.6513033]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,"The string must consists of numeric, space-separated items.",https://gleaner.io/xid/genid/cggj3f3k59mc73f1kj6g,"{'type': 'Point', 'coordinates': [-123.4861419, 48.6512033]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,"The string must consists of numeric, space-separated items.",https://gleaner.io/xid/genid/cggj343k59mc73f1ip80,"{'type': 'Point', 'coordinates': [-52.6922, 47.5689]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,"The string must consists of numeric, space-separated items.",https://gleaner.io/xid/genid/cggj3ajk59mc73f1jq40,"{'type': 'Point', 'coordinates': [-149.4428, 60.0992]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,The polygon string must have the first and last items are the same,https://gleaner.io/xid/genid/cggj44bk59mc73f1nskg,"{'type': 'Point', 'coordinates': [-123.03941666666, 48.76621666666]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,The polygon string must have the first and last items are the same,https://gleaner.io/xid/genid/cggj4fjk59mc73f1pka0,"{'type': 'Point', 'coordinates': [-125.279897, 48.813817]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,The polygon string must have the first and last items are the same,https://gleaner.io/xid/genid/cggj2qrk59mc73f1heo0,"{'type': 'Polygon', 'coordinates': [[[-123.95463109166667, 49.23487404833333], [-123.12540687833334, 49.23487404833333], [-123.12540687833334, 48.9442511], [-123.95463109166667, 48.9442511], [-123.95463109166667, 49.23487404833333]]]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,"The string must consists of numeric, space-separated items.",https://gleaner.io/xid/genid/cggj4cbk59mc73f1p570,"{'type': 'Polygon', 'coordinates': [[[-72.202002, 46.114083], [-73.137536, 46.114083], [-73.137536, 45.090157], [-72.202002, 45.090157], [-72.202002, 46.114083]]]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,"The string must consists of numeric, space-separated items.",https://gleaner.io/xid/genid/cggj2vbk59mc73f1i45g,"{'type': 'Polygon', 'coordinates': [[[-128.2, 51.63], [-128.1, 51.63], [-128.1, 51.67], [-128.2, 51.67], [-128.2, 51.63]]]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,"The string must consists of numeric, space-separated items.",https://gleaner.io/xid/genid/cggj45rk59mc73f1o49g,"{'type': 'Polygon', 'coordinates': [[[-63.6506483333333, 44.6833811666666], [-63.6309638333333, 44.6833811666666], [-63.6309638333333, 44.6997723333333], [-63.6506483333333, 44.6997723333333], [-63.6506483333333, 44.6833811666666]]]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,"The string must consists of numeric, space-separated items.",https://gleaner.io/xid/genid/cggj373k59mc73f1j8cg,"{'type': 'Polygon', 'coordinates': [[[-67.3358, 49.3658], [-69.9381, 49.3658], [-69.9381, 48.1386], [-67.3358, 48.1386], [-67.3358, 49.3658]]]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,"The string must consists of numeric, space-separated items.",https://gleaner.io/xid/genid/cggj40jk59mc73f1n800,"{'type': 'Point', 'coordinates': [-125.280723, 48.813712]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,"The string must consists of numeric, space-separated items.",https://gleaner.io/xid/genid/cggj4dbk59mc73f1pan0,"{'type': 'Polygon', 'coordinates': [[[-88.48, 61.47], [-57.26, 61.47], [-57.26, 74.21], [-88.48, 74.21], [-88.48, 61.47]]]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,The polygon string must have the first and last items are the same,https://gleaner.io/xid/genid/cggj49bk59mc73f1ols0,"{'type': 'Polygon', 'coordinates': [[[219.069217, 56.935733], [216.162284, 57.008466], [215.98515, 55.975133], [215.92355, 55.043683], [215.976817, 46.942683], [215.989217, 46.088933], [225.009084, 47.055133], [227.88865, 50.950383], [225.12305, 52.965466], [219.069217, 56.935733]]]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,"The string must consists of numeric, space-separated items.",https://gleaner.io/xid/genid/cggj43bk59mc73f1nm1g,"{'type': 'Point', 'coordinates': [-124.769333, 49.4868853]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,"The string must consists of numeric, space-separated items.",https://gleaner.io/xid/genid/cggj443k59mc73f1npm0,"{'type': 'Point', 'coordinates': [-130.43134333333333, 54.25873333333333]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,"The string must consists of numeric, space-separated items.",https://gleaner.io/xid/genid/cggj48jk59mc73f1oia0,"{'type': 'Polygon', 'coordinates': [[[-68.1120468, 49.273354], [-68.5764694, 49.273354], [-68.5764694, 48.9941408], [-68.1120468, 48.9941408], [-68.1120468, 49.273354]]]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,"The string must consists of numeric, space-separated items.",https://gleaner.io/xid/genid/cggj3qrk59mc73f1mc20,"{'type': 'Polygon', 'coordinates': [[[-72.2573105, 46.1208057], [-72.8759867, 46.1208057], [-72.8759867, 45.6986353], [-72.2573105, 45.6986353], [-72.2573105, 46.1208057]]]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,The polygon string must have the first and last items are the same,https://gleaner.io/xid/genid/cggj4hrk59mc73f1q0r0,"{'type': 'Polygon', 'coordinates': [[[-67.735, 49.334], [-68.98, 49.334], [-68.98, 48.794], [-67.735, 48.794], [-67.735, 49.334]]]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,"The string must consists of numeric, space-separated items.",https://gleaner.io/xid/genid/cggj3qbk59mc73f1malg,"{'type': 'Polygon', 'coordinates': [[[-130.3, 42.27], [-51.67, 42.27], [-51.67, 52.25], [-130.3, 52.25], [-130.3, 42.27]]]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,The polygon string must have the first and last items are the same,https://gleaner.io/xid/genid/cggj2njk59mc73f1gur0,"{'type': 'Point', 'coordinates': [-129.09839182, 47.93353002]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,The polygon string must have the first and last items are the same,https://gleaner.io/xid/genid/cggj3g3k59mc73f1knig,"{'type': 'Point', 'coordinates': [-123.4863883333, 48.65132]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,"The string must consists of numeric, space-separated items.",https://gleaner.io/xid/genid/cggj4h3k59mc73f1ptu0,"{'type': 'Point', 'coordinates': [-123.39083, 48.30075]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,The polygon string must have the first and last items are the same,https://gleaner.io/xid/genid/cggj403k59mc73f1n5m0,"{'type': 'Point', 'coordinates': [-124.769333, 49.4868853]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,The polygon string must have the first and last items are the same,https://gleaner.io/xid/genid/cggj423k59mc73f1nei0,"{'type': 'Polygon', 'coordinates': [[[-41.08333, 72.63333], [-76.60278, 72.63333], [-76.60278, 40.75056], [-41.08333, 40.75056], [-41.08333, 72.63333]]]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,"The string must consists of numeric, space-separated items.",https://gleaner.io/xid/genid/cggj2trk59mc73f1hrhg,"{'type': 'Point', 'coordinates': [-123.48735, 48.6507816667]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,"The string must consists of numeric, space-separated items.",https://gleaner.io/xid/genid/cggj3ijk59mc73f1l27g,"{'type': 'Polygon', 'coordinates': [[[-69.91, 48.19], [-69.89, 48.19], [-69.89, 48.21], [-69.91, 48.21], [-69.91, 48.19]]]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,"The string must consists of numeric, space-separated items.",https://gleaner.io/xid/genid/cggj32bk59mc73f1ihlg,"{'type': 'Point', 'coordinates': [-124.769333, 49.4868853]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,The polygon string must have the first and last items are the same,https://gleaner.io/xid/genid/cggj3c3k59mc73f1k320,"{'type': 'Polygon', 'coordinates': [[[-123.84982, 49.23941], [-123.1504, 49.23941], [-123.1504, 48.95149], [-123.84982, 48.95149], [-123.84982, 49.23941]]]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,The polygon string must have the first and last items are the same,https://gleaner.io/xid/genid/cggj3t3k59mc73f1mmlg,"{'type': 'Polygon', 'coordinates': [[[-50.4295118, 52.5862443], [-72.0665797, 52.5862443], [-72.0665797, 45.4496671], [-50.4295118, 45.4496671], [-50.4295118, 52.5862443]]]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,The polygon string must have the first and last items are the same,https://gleaner.io/xid/genid/cggj3qjk59mc73f1mbng,"{'type': 'Point', 'coordinates': [-125.2815, 48.8082916667]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,The polygon string must have the first and last items are the same,https://gleaner.io/xid/genid/cggj2qjk59mc73f1hd7g,"{'type': 'Polygon', 'coordinates': [[[-128.23772561, 51.55090182], [-127.87151456, 51.55090182], [-127.87151456, 51.75810598], [-128.23772561, 51.75810598], [-128.23772561, 51.55090182]]]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,The polygon string must have the first and last items are the same,https://gleaner.io/xid/genid/cggj363k59mc73f1j3b0,"{'type': 'Polygon', 'coordinates': [[[-63.95414, 44.50116], [-62.39922, 44.50116], [-62.39922, 44.87761], [-63.95414, 44.87761], [-63.95414, 44.50116]]]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,The polygon string must have the first and last items are the same,https://gleaner.io/xid/genid/cggj4k3k59mc73f1qcbg,"{'type': 'Point', 'coordinates': [-123.316688, 49.042717]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,The polygon string must have the first and last items are the same,https://gleaner.io/xid/genid/cggj2vjk59mc73f1i5pg,"{'type': 'Polygon', 'coordinates': [[[-128.62224808, 51.28805197], [-127.44960574, 51.28805197], [-127.44960574, 52.00866824], [-128.62224808, 52.00866824], [-128.62224808, 51.28805197]]]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,The polygon string must have the first and last items are the same,https://gleaner.io/xid/genid/cggj3bbk59mc73f1jucg,"{'type': 'Point', 'coordinates': [-129.08227, 47.97354]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,"The string must consists of numeric, space-separated items.",https://gleaner.io/xid/genid/cggj4ark59mc73f1otmg,"{'type': 'Point', 'coordinates': [-53.05206, 48.69998333333333]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,"The string must consists of numeric, space-separated items.",https://gleaner.io/xid/genid/cggj3vjk59mc73f1n220,"{'type': 'Point', 'coordinates': [-123.4863466667, 48.6513166667]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,"The string must consists of numeric, space-separated items.",https://gleaner.io/xid/genid/cggj4hbk59mc73f1pu70,"{'type': 'Point', 'coordinates': [-123.03953, 48.76381]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,"The string must consists of numeric, space-separated items.",https://gleaner.io/xid/genid/cggj4frk59mc73f1pmd0,"{'type': 'Polygon', 'coordinates': [[[-66.35, 45.11], [-66.38, 45.14], [-66.3, 45.2], [-66.14, 45.24], [-66.1, 45.2], [-66.25, 45.13], [-66.35, 45.11]]]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,The polygon string must have the first and last items are the same,https://gleaner.io/xid/genid/cggj4fjk59mc73f1pkkg,"{'type': 'Point', 'coordinates': [-125.222, 50.116]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,"The string must consists of numeric, space-separated items.",https://gleaner.io/xid/genid/cggj46rk59mc73f1o9ig,"{'type': 'Point', 'coordinates': [-123.4860083, 48.6511983]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,"The string must consists of numeric, space-separated items.",https://gleaner.io/xid/genid/cggj3mrk59mc73f1lpng,"{'type': 'Point', 'coordinates': [-126.174155, 48.42738167]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,"The string must consists of numeric, space-separated items.",https://gleaner.io/xid/genid/cggj40bk59mc73f1n6b0,"{'type': 'Polygon', 'coordinates': [[[-69.4764345, 48.3233932], [-69.707404, 48.3233932], [-69.707404, 48.1779214], [-69.4764345, 48.1779214], [-69.4764345, 48.3233932]]]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,"The string must consists of numeric, space-separated items.",https://gleaner.io/xid/genid/cggj3brk59mc73f1k1s0,"{'type': 'Polygon', 'coordinates': [[[-69.1, 48.4], [-59.25, 48.4], [-59.25, 49.8], [-69.1, 49.8], [-69.1, 48.4]]]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,"The string must consists of numeric, space-separated items.",https://gleaner.io/xid/genid/cggj4b3k59mc73f1ou5g,"{'type': 'Point', 'coordinates': [-123.3301026, 49.084986]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,"The string must consists of numeric, space-separated items.",https://gleaner.io/xid/genid/cggj4e3k59mc73f1pek0,"{'type': 'Point', 'coordinates': [-123.3909167, 48.30095]}",geoPolygon
sh:Violation,sh:PatternConstraintComponent,schema:polygon,"The string must consists of numeric, space-separated items.",https://gleaner.io/xid/genid/cggj2p3k59mc73f1h6t0,"{'type': 'Point', 'coordinates': [-123.39135, 48.30045]}",geoPolygon
